Food Name,Food Code,Description,Group,Group (sub-class),Comments,Description Footnote,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Starch (g),Citric acid (g),Malic acid (g),Total Phytosterols (mg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),5-mehtyl folate (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA (/100g FA g),Satd FA /100g fd (g),n-6 poly (/100g FA g),n-6 poly (/100g food g),n-3 poly (/100g FA g),n-3 poly (/100g food g),cis-Mono FA (/100g FA g),cis-Mono FA (/100g food g),Mono FA (/100g FA g),Mono FA (/100g food g),cis-Polyu FA (/100g FA g),cis-Poly FA (/100g food g),Poly FA (/100g FA g),Poly FA (/100g food g),Sat FA excl Br (/100g FA g),Sat FA excl Br (/100g food g),Branched chain FA (/100g FA g),Branched chain FA (/100g food g),ans FAs (/100g FA g),ans FAs (/100g food g),Cholesterol (mg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg)
"Tofu, soya bean, steamed",13-119,LGC. Soya bean curd; 7 assorted samples,Vegetables,DB,As VHS 13-119,,73,8.1,0.7,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1.29,8.1,4.2,0.7,73,0.3,0,0.3,0,0,0,0.2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.8,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0.95,0,0.06,0.02,0.1,1.3,0,0.07,0,15,0.05,0,0,4,63,510,23,95,1.2,0.2,0.7,16,0.4,0,0
"Broad beans, frozen, boiled in unsalted water",13-428,"LGC; 10 samples, 7 brands.  Boiled 3-10 minutes",Vegetables,DB,"As MW5 50-702/VHS 13-068 with selenium from SAC 'Analysis of foods for Selenium' 1994 MAFF Project 2B006. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,78,7.9,10.3,1.2,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,220,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8,1.27,7.9,0.6,11.7,81,10,0,1.3,0,0,0,1.3,0,0,0,6.5,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,225,37,0,0.61,11.4,0.03,0.06,3,1.3,4.3,0.08,0,32,3.8,2.1,8,8,280,56,36,150,1.6,0.32,1,15,0.3,1,6
"Beansprouts, mung, raw",13-426,IFR; as purchased,Vegetables,DB,"As VHS 13-052 with selenium from SAC 'Analysis of foods for Selenium', 1994 MAFF Project 2B006. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,32,2.9,3.8,2.2,1.6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0.47,2.9,0.5,4,31,1.8,0,2.2,1.1,0,1.1,0,0,0,0,1.5,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,40,2,0,0,0,0.11,0.04,0.5,0.5,1,0.1,0,61,0.38,0,7,5,74,20,18,48,1.7,0.08,0.3,15,0.3,1,0
"Tofu, soya bean, steamed, fried",13-120,Calcd. from steamed and Haytowitz and Matthews (1986),Vegetables,DB,As VHS 13-120,,260,23.5,1.9,0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3.76,23.5,17.7,2,261,0.9,0,0.9,0.1,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.09,0.02,0.1,3.8,0,0.1,0,27,0.14,0,0,12,180,1480,67,270,3.5,0.58,2,46,1.2,0,0
"Red kidney beans, canned, re-heated, drained",13-435,"LGC; 10 cans, 6 brands",Vegetables,DB,"As MW5 50-718/VHS 13-111 with folate from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92",,99,6.9,16.6,3.6,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,67.5,1.11,6.9,0.6,17.8,100,12.8,0,3.6,0.1,0,0.1,3.3,0,0,0,6.2,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,4,1,0,0.19,0,0.21,0.06,0.6,1.1,1.7,0.11,0,15,0.15,0,0,390,280,71,30,130,2,0,0.7,640,0.3,6,0
"Soya beans, dried, boiled in unsalted water",13-116,As raw,Vegetables,DB,As VHS 13-116,,140,14,4.8,2,1.7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3,2.24,14,7.3,5.1,141,1.9,0,2.1,0.1,0,0.2,1.9,0,0,0,6.1,0,0,0.9,0,0,0,0,0,0,0,1.4,0,0,0,3.5,0,0,0,0,0,0,0,0,6,1,0,1.13,0,0.12,0.09,0.5,2.2,0,0.23,0,54,0.18,25,0,1,510,83,63,250,3,0.32,0.9,3,0.7,5,2
"Soya beans, dried, raw",13-115,Whole beans. Analysis and literature sources,Vegetables,DB,As VHS 13-115,,370,35.9,14.9,5.3,4.4,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,5.74,35.9,18.6,15.8,370,4.8,0,5.5,0.2,0,0.5,4.8,0,0,0,15.7,0,0,2.3,0,0,0,0,0,0,0,3.5,0,0,0,9.1,0,0,0,0,0,0,0,0,12,2,0,2.9,0,0.61,0.27,2.2,5.7,0,0.38,0,370,0.79,65,0,5,1730,240,250,660,9.7,1.55,4.3,7,2.6,14,6
"Runner beans, boiled in unsalted water",13-114,Based on boiled in salted water,Vegetables,DB,"As VHS 13-114  with Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,18,1.2,2.2,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8,0.19,1.2,0.5,2.3,18,0.3,0,2,0.6,0,0.9,0.5,0,0,0,1.9,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,120,20,0,0.23,26,0.05,0.02,0,0.3,0,0.04,0,42,0.04,0.5,10,1,130,22,14,21,1,0.01,0.2,5,0.2,0,0
"Butter beans, canned, re-heated, drained",13-429,"LGC; 10 cans, 5 brands",Vegetables,DB,As MW5 50-703/VHS 13-072 with selenium estimated from SAC 'Analysis of foods for Selenium' 1994 MAFF Project 2B006,,76,5.9,11.9,1,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0.95,5.9,0.5,13,77,10.9,0,1.1,0,0,0,1.1,0,0,0,4.6,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.05,0.03,0.2,0.9,1.1,0.05,0,12,0,0,0,420,290,15,27,68,1.5,0.14,0.6,660,0.3,3,0
"Blackeye beans, dried, raw",13-062,Whole beans. Analysis and literature sources,Vegetables,DB,As VHS 13-062,,306,23.5,49.5,2.8,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,3.76,23.5,1.6,54.1,311,47.5,0,2.9,0.2,0,0.1,2.5,0.1,0,0,8.2,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.7,0,0,0,0,0,0,0,0,35,6,0,0,0,0.87,0.19,2.1,5,0,0.36,0,630,1.5,18.4,1,16,1170,81,140,410,7.6,0.75,3.2,0,1.3,7,0
"Black gram, urad gram, dried, raw",13-056,Whole beans. Literature sources,Vegetables,DB,As VHS 13-056,,261,24.9,37.2,1.3,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,3.98,24.9,1.4,40.8,275,37.6,0,1.3,0.1,0,0.1,1.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.7,0,0,0,0,0,0,0,0,38,6,0,0,0,0.42,0.37,2,4.6,0,0,0,132,0,0,0,40,800,150,160,370,6.3,0.72,2.8,0,1.2,0,0
"Blackeye beans, dried, boiled in unsalted water",13-063,As raw; soaked and boiled,Vegetables,DB,As VHS 13-063,,114,8.8,18.2,1.1,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2,1.41,8.8,0.7,19.9,116,18,0,1.1,0.1,0,0,0.9,0,0,0,3.5,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,13,2,0,0,0,0.19,0.05,0.5,1.9,0,0.1,0,210,0.3,7,0,5,320,21,45,140,1.9,0.22,1.1,0,0.5,3,0
"Baked beans, canned in tomato sauce, reduced sugar, reduced salt",13-046,"LGC; 5 cans, 2 own brands",Vegetables,DB,As VHS 13-046,,73,5.3,11.5,2.7,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,0.85,5.4,0.6,12.5,73,9.7,0,2.8,0.4,0,0.6,1.8,0,0,0,3.8,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,77,13,0,0.39,0,0.09,0.06,0.5,0.9,0,0.14,0,23,0.19,2.6,0,330,270,45,29,90,1.2,0.1,0.5,480,0.3,2,3
"Baked beans, canned in tomato sauce, re-heated",13-044,"LGC; 10 cans, 7 brands",Vegetables,DB,"As VHS 13-044 with Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,83,5.2,14.3,5.7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,0.83,5.2,0.6,15.3,84,9.4,0,5.9,0.9,0,1,3.9,0,0,0,3.7,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,74,12,0,0.37,2.72,0.09,0.06,0.5,0.8,0,0.14,0,22,0.18,2.5,0,530,310,53,31,100,1.4,0.03,0.5,820,0.3,2,3
"Aduki beans, dried, boiled in unsalted water",13-042,LGC analysis and calculation from dried,Vegetables,DB,As VHS 13-042,,121,9.3,20.5,0.5,18.9,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,59.4,1.48,9.3,0.2,22.5,123,20.8,0,0.5,0,0,0,0.3,0.1,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0.14,0.08,0.9,1.5,0,0,0,0,0,0,0,2,570,39,60,180,1.9,0.51,2.3,0,0.8,1,0
"Black gram, urad gram, dried, boiled in unsalted water",13-057,As raw; soaked and boiled,Vegetables,DB,As VHS 13-057,,84,7.8,12.4,0.3,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,1.25,7.8,0.4,13.6,89,13,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,12,2,0,0,0,0.11,0.09,0.5,1.5,0,0,0,33,0,0,0,13,260,49,52,120,2,0.23,0.9,0,0.4,0,0
"Chick peas, canned, re-heated, drained",13-078,"LGC. Whole peas; 10 samples, 5 brands",Vegetables,DB,As VHS 13-078,,113,7.2,14.7,0.4,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,1.15,7.2,2.9,16.1,115,15.1,0,0.4,0,0,0,0.4,0,0,0,4.1,0,0,0.3,0,0,0,0,0,0,0,0.7,0,0,0,1.3,0,0,0,0,0,0,0,0,21,3,0,1.55,0,0.05,0.03,0.2,1,0,0.04,0,11,0,0,0,220,110,43,24,81,1.5,0.05,0.8,280,0.8,1,0
"Aduki beans, dried, raw",13-041,"LGC; 6 samples, whole beans",Vegetables,DB,As VHS 13-041,,266,19.9,45.4,0.6,40.6,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.18,19.9,0.5,50.1,272,44.7,0,1,0.1,0,0,0.7,0.2,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0.45,0.22,2.6,3.2,0,0,0,0,0,0,0,5,1220,84,130,380,4.2,1.09,5,0,1.7,2,0
"Chick peas, whole, dried, raw",13-074,Analytical and literature sources. Kabuli variety,Vegetables,DB,"As VHS 13-074. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,316,21.4,45.4,2.5,39.8,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.42,21.3,5.4,49.6,320,43.8,0,2.6,0,0,0.2,2.4,0,0,0,10.7,0,0,0.5,0,0,0,0,0,0,0,1.1,0,0,0,2.7,0,0,0,0,0,0,0,0,60,10,0,2.88,8.92,0.39,0.24,1.9,2.9,0,0.53,0,180,1.59,0,0,39,1000,160,130,310,5.5,0.95,3,60,2.4,2,0
"Chips, retail, fried in vegetable oil",13-422,5 samples from fish and chip shops,Vegetables,DAP,"As MW5 50-679/VHS 13-022 with folates from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000.  FA supplement data 13-868 has different fat composition",,236,3.2,27.8,1.7,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,52.3,0.51,3.2,12.4,30.5,239,28.8,0,1.7,0.5,0,0.4,0.8,0,0,0,2.2,0,0,3.6,0,0,0,0,0,0,0,5.3,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0.39,14.9,0.08,0.01,0.7,0.8,1.5,0.32,0,36,0.25,0.4,9,35,660,11,31,62,0.9,0.14,0.6,120,0.2,2,5
"Chips, homemade, fried in dripping",13-406,Calculation from fried in corn oil,Vegetables,DAP,As VHS 13-406,,185,3.9,27.4,0.6,26.8,0,0,0,0,73,5.5,0,1.7,0.4,0,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0.63,3.9,6.7,30.1,189,29.5,0,0.6,0.2,0,0.1,0.3,0,0,0,2.2,0,47,3.7,0,0.9,0,0.04,40.3,2.99,0,2.5,12.6,0.94,12.7,0.2,0,0,0,0.02,0.3,0.02,6,0,0,0,0,4.9,0,0.24,0.02,0.7,0.9,2.1,0.32,0,43,0.25,0.4,9,12,660,11,31,62,0.8,0.14,0.6,120,0.2,2,5
"Chips, homemade, fried in blended oil",13-407,Calculation from fried in corn oil,Vegetables,DAP,As VHS 13-407,,185,3.9,27.4,0.6,26.8,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0.63,3.9,6.7,30.1,189,29.5,0,0.6,0.2,0,0.1,0.3,0,0,0,2.2,0,0,0.6,0,0,0,0,0,0,0,3.3,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0.24,0.02,0.7,0.9,0,0.32,0,43,0.25,0.4,9,12,660,11,31,62,0.8,0.14,0.6,120,0.2,2,5
"Chips, retail, fried in dripping",13-409,Calculation from fried in vegetable oil,Vegetables,DAP,As VHS 13-409,,236,3.1,27.8,1.7,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3,0.51,3.2,12.4,30.5,239,28.8,0,1.7,0.5,0,0.4,0.8,0,0,0,2.2,0,0,6.8,0,0,0,0,0,0,0,4.6,0,0,0,0.3,0,0,0,0,0,0,11,0,0,0,0,0.39,0,0.08,0.01,0.7,0.8,0,0.32,0,0,0.25,0.4,9,35,660,11,31,62,0.9,0.14,0.6,120,0.2,2,5
"Chips, French fries, retail",13-423,5 samples from burger outlets.  Manufacturers' data,Vegetables,DAP,As VHS 13-023 with new folate and selenium values,,277,3.4,31,1.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,43.8,0.54,3.3,15.5,34,280,32.7,0,1.3,0.2,0,0.1,1,0,0,0,2.1,0,0,5.8,0,0,0,0,0,0,0,6.9,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,0.05,2.3,0.8,3.1,0.36,0,31,0,0,4,310,650,14,26,130,1,0.17,0.5,480,0.1,2,0
"Chips, straight cut, frozen, fried in corn oil",13-025,"LGC; 10 samples, 10 brands. Deep fried 3-5 minutes",Vegetables,DAP,As VHS 13-025,,269,4.1,32.8,0.7,32.1,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3,0.66,4.1,13.5,36,273,35.3,0,0.7,0.2,0,0.2,0.3,0,0,0,2.4,0,0,2.5,0,0,0,0,0,0,0,3.4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3.27,0,0.16,0.08,2.1,1,0,0.46,0,30,0,0,16,29,710,15,33,120,0.9,0.24,0.6,76,0.2,2,7
"Chips, oven, frozen, baked",13-029,"LGC; 10 samples, 7 brands.  Oven baked 15-20 minutes",Vegetables,DAP,"As VHS 13-029 (oven chips, frozen, baked). Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,159,3.3,27.1,0.7,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,0.52,3.2,4.2,29.8,162,29.1,0,0.7,0.2,0,0.1,0.4,0,0,0,2,0,0,1.8,0,0,0,0,0,0,0,1.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.44,5.5,0.11,0.04,2.2,0.8,0,0.37,0,21,0,0,12,53,530,12,27,120,0.8,0.22,0.4,74,0.2,0,0
"Chips, fine cut, frozen, fried in corn oil",13-026,"LGC; 10 samples, 4 brands. Deep fried 1-4 minutes",Vegetables,DAP,"As VHS 13-026, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,359,4.5,37.5,0.6,36.9,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.72,4.5,21.3,41.2,364,40.6,0,0.6,0.2,0,0.2,0.2,0,0,0,2.7,0,0,4,0,0,0,0,0,0,0,5.4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5.16,3.51,0.18,0.09,2.4,1.1,0,0.52,0,34,0,0,12,97,720,19,34,170,1,0.22,0.6,98,0.2,3,8
"Chips, homemade, fried in corn oil",13-021,IFR. Samples as raw potatoes; deep fried 6 minutes 190c,Vegetables,DAP,"As VHS 13-021 with Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,185,3.9,27.4,0.6,26.8,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0.63,3.9,6.7,30.1,189,29.5,0,0.6,0.2,0,0.1,0.3,0,0,0,2.2,0,0,0.9,0,0,0,0,0,0,0,1.7,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,4.9,1.1,0.24,0.02,0.7,0.9,0,0.32,0,43,0.25,0.4,9,12,660,11,31,62,0.8,0.14,0.6,120,0.2,2,5
"Chips, microwave, cooked",13-028,"LGC; 10 samples, 2 brands; cooked as packet directions",Vegetables,DAP,As VHS 13-028 with fatty acid fractions calculated from 13-869 based on total fat content and fatty acid proportions.  Renamed from 'Microwave chips',,218,3.6,29.2,0.6,28.6,0,0,12,0,0,8,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4,0.58,3.6,9.6,32.1,221,31.5,0,0.6,0.2,0,0.1,0.3,0,0,0,2.9,0,0,3.43,21.27,1.9,0.56,0.05,33.41,2.99,0,3.06,21.18,1.9,0,1.96,38.81,3.43,0,0,1.41,0.12,0,0,0,0,0,0,0,0.12,0.07,2.1,0.9,0,0.29,0,20,0,0,11,40,530,17,30,99,1,0.14,0.4,64,0.2,2,6
"New potatoes, boiled in unsalted water",13-003,IFR; Samples as raw; boiled 20 minutes,Vegetables,DAE,"As VHS 13-003, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,74,1.5,16.3,1.1,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,0.24,1.5,0.3,17.8,75,16.7,0,1.1,0.3,0,0.2,0.6,0,0,0,1.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.06,1.16,0.13,0.02,0.4,0.4,0,0.33,0,19,0.38,0.3,9,9,250,5,12,28,0.3,0.06,0.1,43,0.1,1,3
"New potatoes, in skins, boiled in salted water",13-475,LGC; boiled 20 minutes,Vegetables,DAE,"As VHS 13-004 with folates from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92",,65,1.4,14.1,1,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,81.1,0.23,1.4,0.3,15.4,66,14.4,0,1,0.3,0,0.2,0.5,0,0,0,1.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.09,0.06,0.4,0.3,0.7,0.36,0,18,0.38,0.3,15,26,430,13,18,54,1.6,0.06,0.3,99,0.2,1,3
"New potatoes, in skins, boiled in unsalted water",13-420,LGC; boiled 20 minutes,Vegetables,DAE,"As MW5 50-662/VHS 13-005 with folates from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92",,65,1.4,14.1,1,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,81.1,0.23,1.4,0.3,15.4,66,14.4,0,1,0.3,0,0.2,0.5,0,0,0,1.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.09,0.06,0.4,0.3,0.7,0.36,0,18,0.38,0.3,15,10,430,13,18,54,1.6,0.06,0.3,43,0.2,1,3
"New potatoes, average, raw",13-001,IFR; flesh only,Vegetables,DAE,As VHS 13-001,,69,1.8,14.7,1.3,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.7,0.28,1.7,0.3,16.1,70,14.8,0,1.3,0.3,0,0.3,0.7,0,0,0,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,33,0,0,0,0,0.06,0,0.15,0.02,0.4,0.4,0,0.44,0,25,0.37,0.3,16,11,320,6,14,34,0.3,0.09,0.2,57,0.1,1,3
"New potatoes, canned, re-heated, drained",13-007,"LGC; 10 samples, 4 brands",Vegetables,DAE,As VHS 13-007,,62,1.4,13.8,0.7,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3,0.23,1.5,0.1,15.1,63,14.4,0,0.7,0.1,0,0.1,0.5,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.02,0.03,0.7,0.3,0,0.16,0,11,0,0,5,250,220,24,11,27,0.9,0.04,0,430,0.1,0,0
"Old potatoes, baked, flesh only",13-011,IFR. Samples as raw; baked 90 minutes 200C,Vegetables,DAM,"As VHS 13-011, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,75,2.1,16.4,0.7,15.7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9,0.35,2.2,0.1,18,77,17.3,0,0.7,0.2,0,0.1,0.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.94,0.21,0.01,0.6,0.5,0,0.31,0,25,0.26,0.3,8,7,360,7,18,40,0.4,0.08,0.3,72,0.1,1,3
"Old potatoes, boiled in salted water",13-476,IFR.  Samples as raw; boiled 20 minutes,Vegetables,DAM,"As VHS 13-013 with folates from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92",,70,1.8,15.5,0.7,14.8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,80.3,0.29,1.8,0.1,17,72,16.3,0,0.7,0.2,0,0.1,0.4,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.18,0.01,0.5,0.4,0.9,0.33,0,19,0.38,0.3,6,64,280,5,14,31,0.4,0.07,0.3,160,0.1,1,3
